year,round,team,oppo,period,periodSeconds,player,distance,angle,context,xScore,score
2022,12,GCFC,NMFC,4,233.0,LWeller,37.65,-30.31,play,2.62,0
2022,12,NMFC,GCFC,4,364.0,LDavies-Uniacke,48.86,17.88,set,3.07,1
2022,12,NMFC,GCFC,4,416.0,TGoldstein,18.74,43.92,play,3.16,1
2022,12,GCFC,NMFC,4,690.0,BAinsworth,39.37,-17.74,set,4.02,1
2022,12,GCFC,NMFC,4,974.0,IRankine,42.92,8.04,set,3.76,6
2022,12,GCFC,NMFC,4,1046.0,IRankine,38.34,12.04,loose,2.47,0
2022,12,GCFC,NMFC,4,1157.0,BAinsworth,34.86,8.25,set,4.49,6
2022,12,GCFC,NMFC,4,1231.0,ADavies,34.86,8.25,loose,2.66,6
2022,12,GCFC,NMFC,4,1406.0,WPowell,49.86,-6.91,play,2.53,1
2022,12,GCFC,NMFC,4,1490.0,BAinsworth,32.68,29.31,loose,2.51,1
2022,12,GCFC,NMFC,4,1565.0,JJeffrey,53.3,53.78,set,1.74,1
2022,12,GCFC,NMFC,4,1619.0,ADavies,53.81,37.83,play,2.2,1
2022,12,GCFC,NMFC,4,1758.0,IRankine,37.12,25.53,set,4.02,1
2022,12,GCFC,NMFC,4,1833.0,CGraham,41.25,30.61,set,3.51,6
2022,12,NMFC,GCFC,4,1918.0,JAnderson,32.42,19.83,loose,2.66,0
2022,12,COLL,HAW,1,106.0,DCameron,31.83,-43.73,set,4.01,1
2022,12,COLL,HAW,1,169.0,PLipinski,37.59,61.39,set,2.52,1
2022,12,COLL,HAW,1,387.0,JGinnivan,51.04,-55.38,set,2.0,6
2022,12,HAW,COLL,1,494.0,CWingard,38.28,56.73,play,2.0,0
2022,12,HAW,COLL,1,524.0,CWingard,24.17,65.56,set,3.16,1
2022,12,COLL,HAW,1,737.0,OHenry,10.82,-56.31,play,3.91,1
2022,12,HAW,COLL,1,798.0,CMacdonald,31.06,-3.69,play,3.06,6
2022,12,COLL,HAW,1,936.0,DCameron,41.11,41.05,set,3.18,6
2022,12,COLL,HAW,1,1117.0,JGinnivan,9.0,0.0,set,5.99,6
2022,12,COLL,HAW,1,1257.0,SSidebottom,42.06,28.39,loose,2.15,6
2022,12,HAW,COLL,1,1372.0,MLewis,34.06,3.37,set,4.58,6
2022,12,COLL,HAW,1,1442.0,PLipinski,28.64,-12.09,loose,3.05,0
2022,12,COLL,HAW,1,1505.0,BMcCreery,21.21,-8.13,loose,3.6,6
2022,12,HAW,COLL,1,1735.0,NReeves,29.12,15.95,set,4.88,1
2022,12,COLL,HAW,2,21.0,BMihocek,28.84,56.31,play,2.15,1
2022,12,HAW,COLL,2,140.0,CJiath,53.24,5.39,play,2.46,6
2022,12,COLL,HAW,2,423.0,BMihocek,40.31,-60.26,set,2.58,1
2022,12,HAW,COLL,2,524.0,TMitchell,38.05,-3.01,play,2.79,0
2022,12,COLL,HAW,2,597.0,PLipinski,41.05,2.79,play,2.7,6
2022,12,COLL,HAW,2,717.0,SSidebottom,32.56,42.51,play,2.42,1
2022,12,COLL,HAW,2,782.0,JDe Goey,48.01,-1.19,set,3.31,1
2022,12,COLL,HAW,2,888.0,BMihocek,3.16,-18.43,play,6.0,6
2022,12,HAW,COLL,2,1066.0,MLewis,35.61,38.16,play,2.44,6
2022,12,HAW,COLL,2,1180.0,LBreust,33.14,-5.19,hard,2.21,1
2022,12,COLL,HAW,2,1378.0,BMcCreery,16.64,-57.26,play,2.89,1
2022,12,COLL,HAW,2,1400.0,BMihocek,22.14,71.57,set,2.77,1
2022,12,HAW,COLL,2,1452.0,LBreust,37.64,-50.39,loose,2.28,1
2022,12,HAW,COLL,3,21.0,JKoschitzke,7.81,39.81,play,5.49,6
2022,12,HAW,COLL,3,529.0,LBreust,44.82,38.66,set,2.93,6
2022,12,HAW,COLL,3,710.0,MLewis,55.03,-19.09,set,2.53,6
2022,12,HAW,COLL,3,881.0,MLewis,19.1,6.01,ground,2.21,0
2022,12,HAW,COLL,3,927.0,SButler,11.0,0.0,set,5.96,6
2022,12,COLL,HAW,3,1501.0,JDe Goey,25.06,-28.61,play,3.18,1
2022,12,COLL,HAW,3,1818.0,OHenry,42.0,0.0,set,3.89,6
2022,12,HAW,COLL,4,46.0,MLewis,33.54,10.3,set,4.58,6
2022,12,HAW,COLL,4,241.0,CWingard,4.0,0.0,set,6.0,6
2022,12,HAW,COLL,4,324.0,JNewcombe,41.77,11.04,play,2.64,1
2022,12,HAW,COLL,4,420.0,CWingard,26.08,4.4,play,3.35,1
2022,12,HAW,COLL,4,507.0,CMacdonald,35.06,-3.27,play,2.89,1
2022,12,COLL,HAW,4,609.0,JDe Goey,54.59,-8.43,set,2.66,6
2022,12,COLL,HAW,4,950.0,JGinnivan,40.46,-50.01,play,2.26,0
2022,12,COLL,HAW,4,957.0,BMihocek,7.0,0.0,ground,3.88,0
2022,12,COLL,HAW,4,1135.0,OHenry,40.02,-12.99,set,4.02,1
2022,12,COLL,HAW,4,1240.0,OHenry,34.54,-22.11,set,4.38,6
2022,12,COLL,HAW,4,1313.0,NDaicos,47.04,-2.44,play,2.57,0
2022,12,MELB,SYD,1,57.0,JJordon,43.1,3.99,play,2.64,6
2022,12,MELB,SYD,1,172.0,ELangdon,44.64,15.59,set,3.51,6
2022,12,SYD,MELB,1,321.0,LMcDonald,19.1,-47.12,play,3.13,1
2022,12,SYD,MELB,1,645.0,CWarner,50.45,-50.63,set,2.2,1
2022,12,SYD,MELB,1,730.0,JMcInerney,48.1,-20.7,set,3.16,1
2022,12,MELB,SYD,1,877.0,LJackson,48.83,34.99,set,2.69,1
2022,12,SYD,MELB,1,950.0,IHeeney,54.92,-10.49,set,2.62,1
2022,12,MELB,SYD,1,1029.0,LJackson,22.67,-48.58,set,4.57,6
2022,12,SYD,MELB,1,1156.0,WHayward,35.47,49.57,loose,2.03,0
2022,12,MELB,SYD,1,1479.0,MGawn,31.06,-33.18,play,2.78,6
2022,12,MELB,SYD,1,1590.0,BFritsch,46.67,45.0,set,2.55,6
2022,12,SYD,MELB,1,1687.0,SReid,28.28,-8.13,set,5.03,6
2022,12,MELB,SYD,2,52.0,MGawn,21.19,-19.29,set,5.45,6
2022,12,SYD,MELB,2,257.0,WHayward,15.0,0.0,ground,2.59,0
2022,12,SYD,MELB,2,318.0,SReid,41.62,-35.22,set,3.45,6
2022,12,SYD,MELB,2,489.0,LMcDonald,42.44,55.56,set,2.46,6
2022,12,SYD,MELB,2,624.0,PLadhams,44.92,-16.82,play,2.58,0
2022,12,SYD,MELB,2,780.0,SReid,38.05,-3.01,set,4.25,6
2022,12,SYD,MELB,2,900.0,IHeeney,44.01,1.3,set,3.7,1
2022,12,SYD,MELB,2,973.0,LMcDonald,31.02,1.85,set,4.83,6
2022,12,MELB,SYD,2,1176.0,CPetracca,20.0,0.0,hard,2.73,0
2022,12,SYD,MELB,2,1325.0,SReid,22.47,-32.28,set,5.15,1
2022,12,SYD,MELB,2,1364.0,SWicks,46.4,52.88,play,2.03,1
2022,12,SYD,MELB,2,1476.0,TPapley,40.0,0.0,set,4.07,6
2022,12,MELB,SYD,2,1644.0,BFritsch,24.19,29.74,loose,2.96,6
2022,12,SYD,MELB,2,1721.0,JAmartey,15.26,-31.61,hard,3.04,1
2022,12,MELB,SYD,3,65.0,BBrown,41.88,-33.31,set,3.48,1
2022,12,MELB,SYD,3,502.0,JJordon,38.28,-33.27,play,2.56,1
2022,12,SYD,MELB,3,752.0,TPapley,36.25,24.44,play,2.65,1
2022,12,MELB,SYD,3,790.0,BFritsch,31.76,-28.18,play,2.84,6
2022,12,MELB,SYD,3,1166.0,CPetracca,58.0,46.4,set,1.63,1
2022,12,MELB,SYD,3,1211.0,ABrayshaw,55.54,23.33,play,2.33,1
2022,12,MELB,SYD,3,1403.0,ANeal-Bullen,43.93,-11.82,set,3.67,1
2022,12,MELB,SYD,3,1443.0,JViney,36.88,-12.53,loose,2.62,0
2022,12,MELB,SYD,4,65.0,MGawn,20.02,2.86,set,5.6,6
2022,12,SYD,MELB,4,188.0,IHeeney,31.26,-7.35,set,4.81,6
2022,12,MELB,SYD,4,423.0,LJackson,21.63,-56.31,play,2.57,0
2022,12,SYD,MELB,4,582.0,LMcDonald,38.05,3.01,play,2.78,6
2022,12,MELB,SYD,4,812.0,MBrown,55.9,42.83,set,1.88,1
2022,12,MELB,SYD,4,847.0,MGawn,14.42,56.31,set,4.88,1
2022,12,SYD,MELB,4,989.0,LMcDonald,27.0,0.0,loose,3.15,1
2022,12,MELB,SYD,4,1086.0,BFritsch,43.28,40.31,set,3.01,0
2022,12,SYD,MELB,4,1173.0,TPapley,46.01,47.64,set,2.5,0
2022,12,SYD,MELB,4,1229.0,EGulden,51.66,-42.65,set,2.34,6
2022,12,SYD,MELB,4,1442.0,TPapley,28.65,60.75,set,3.2,6
2022,12,SYD,MELB,4,1518.0,CWarner,47.27,-6.07,play,2.57,1
2022,12,SYD,MELB,4,1690.0,LMcDonald,46.53,61.78,loose,1.55,0
2022,12,GEEL,WB,1,131.0,JCameron,45.54,19.23,set,3.37,6
2022,12,GEEL,WB,1,274.0,TAtkins,22.47,-20.85,play,3.53,6
2022,12,GEEL,WB,1,370.0,GRohan,44.94,20.85,set,3.39,6
2022,12,GEEL,WB,1,538.0,MDuncan,53.26,39.67,play,2.18,1
2022,12,WB,GEEL,1,828.0,ANaughton,30.48,41.01,set,4.12,1
2022,12,WB,GEEL,1,881.0,AScott,54.56,41.28,set,2.02,1
2022,12,GEEL,WB,1,981.0,TStengle,38.08,60.07,set,2.56,1
2022,12,WB,GEEL,1,1175.0,TLiberatore,49.82,-38.48,set,2.62,1
2022,12,GEEL,WB,1,1226.0,JCameron,30.0,-53.13,set,3.73,6
2022,12,GEEL,WB,1,1318.0,JCameron,7.07,45.0,ground,3.13,6
2022,12,GEEL,WB,1,1416.0,BClose,28.6,-53.53,play,2.39,6
2022,12,WB,GEEL,1,1609.0,RWest,35.51,-57.65,set,3.06,0
2022,12,WB,GEEL,1,1614.0,TLiberatore,20.4,-11.31,loose,3.66,6
2022,12,GEEL,WB,1,1797.0,MDuncan,46.1,12.53,set,3.41,6
2022,12,GEEL,WB,2,69.0,GRohan,52.63,-14.3,set,2.81,1
2022,12,GEEL,WB,2,319.0,THawkins,29.55,23.96,loose,2.75,6
2022,12,WB,GEEL,2,474.0,CWeightman,23.35,43.26,loose,2.67,1
2022,12,WB,GEEL,2,594.0,MBontempelli,55.61,37.69,play,2.19,6
2022,12,WB,GEEL,2,753.0,BKhamis,6.0,0.0,loose,5.77,6
2022,12,WB,GEEL,2,1305.0,LMcNeil,43.01,17.59,set,3.64,6
2022,12,GEEL,WB,2,1651.0,ISmith,58.31,-22.17,set,2.2,1
2022,12,GEEL,WB,2,1722.0,TStengle,47.89,61.29,set,1.83,0
2022,12,GEEL,WB,2,1797.0,THawkins,46.87,-33.69,set,3.01,1
2022,12,WB,GEEL,3,54.0,TEnglish,32.65,-27.35,play,2.81,1
2022,12,WB,GEEL,3,191.0,CWeightman,27.8,-52.31,set,3.95,1
2022,12,GEEL,WB,3,277.0,JCameron,54.71,-18.1,set,2.57,1
2022,12,WB,GEEL,3,540.0,TLiberatore,36.88,12.53,play,2.76,6
2022,12,GEEL,WB,3,668.0,THawkins,38.6,53.43,set,2.85,1
2022,12,WB,GEEL,3,732.0,CWeightman,38.42,51.34,set,2.97,6
2022,12,GEEL,WB,3,877.0,JCameron,51.4,52.91,set,1.9,0
2022,12,WB,GEEL,3,1444.0,RMcComb,41.0,0.0,set,3.98,1
2022,12,WB,GEEL,3,1709.0,BDale,69.03,1.66,set,1.46,0
2022,12,GEEL,WB,4,52.0,THawkins,5.0,0.0,set,6.0,6
2022,12,WB,GEEL,4,188.0,BDale,46.32,-13.74,play,2.57,6
2022,12,WB,GEEL,4,291.0,ANaughton,39.05,2.94,set,4.15,6
2022,12,GEEL,WB,4,598.0,BParfitt,28.46,18.43,hard,2.23,1
2022,12,GEEL,WB,4,669.0,JCameron,47.89,-28.71,set,3.04,6
2022,12,GEEL,WB,4,984.0,BClose,29.73,-19.65,play,3.04,1
2022,12,WB,GEEL,4,1070.0,TEnglish,29.21,-51.95,set,3.85,6
2022,12,GEEL,WB,4,1321.0,JCameron,37.64,-16.99,set,4.19,6
2022,12,GEEL,WB,4,1423.0,JCameron,48.76,28.14,set,2.87,6
2022,12,WB,GEEL,4,1796.0,CWeightman,52.8,-37.3,play,2.31,6
2022,13,STK,BL,1,229.0,DButler,56.6,32.01,loose,1.68,0
2022,13,STK,BL,1,315.0,MKing,44.65,-55.95,set,2.45,6
2022,13,BL,STK,1,559.0,JDaniher,37.8,-37.48,set,3.72,1
2022,13,STK,BL,1,671.0,MKing,30.0,0.0,set,4.92,6
2022,13,BL,STK,1,886.0,JBerry,11.4,37.87,hard,2.97,1
2022,13,BL,STK,1,947.0,JDaniher,40.82,30.96,set,3.54,1
2022,13,BL,STK,1,1194.0,JDaniher,28.86,-14.04,play,3.14,6
2022,13,BL,STK,1,1273.0,CCameron,40.8,-17.1,set,3.9,6
2022,13,BL,STK,1,1341.0,CCameron,20.25,32.91,play,3.4,1
2022,13,BL,STK,1,1586.0,CRayner,33.54,-26.57,play,2.79,0
2022,13,STK,BL,1,1679.0,JHiggins,26.57,-70.2,loose,2.18,1
2022,13,STK,BL,2,57.0,BCrouch,39.56,20.73,set,3.9,6
2022,13,STK,BL,2,189.0,JGresham,8.0,0.0,set,6.0,6
2022,13,BL,STK,2,389.0,LMcCarthy,51.97,30.02,set,2.53,6
2022,13,STK,BL,2,647.0,RMarshall,42.2,-13.71,set,3.81,1
2022,13,BL,STK,2,729.0,DMcStay,44.94,32.28,set,3.12,1
2022,13,STK,BL,2,783.0,DButler,14.14,-8.13,ground,2.71,1
2022,13,STK,BL,2,1006.0,MKing,19.42,-55.49,set,4.49,1
2022,13,BL,STK,2,1121.0,CRayner,40.82,-30.96,set,3.64,1
2022,13,STK,BL,2,1291.0,JHiggins,50.93,-43.41,set,2.38,1
2022,13,STK,BL,2,1618.0,DMcKenzie,34.48,-16.86,set,4.46,6
2022,13,STK,BL,2,1751.0,JHiggins,43.83,-34.78,set,3.26,1
2022,13,BL,STK,3,194.0,BStarcevich,21.54,-21.8,set,5.4,6
2022,13,BL,STK,3,293.0,JLyons,49.16,-4.67,set,3.2,1
2022,13,BL,STK,3,328.0,LMcCarthy,17.03,49.76,loose,2.87,1
2022,13,BL,STK,3,424.0,JDaniher,39.41,-54.29,set,2.92,6
2022,13,BL,STK,3,541.0,HMcCluggage,38.33,7.5,play,2.75,1
2022,13,STK,BL,3,1018.0,JHiggins,6.71,26.57,play,5.83,6
2022,13,BL,STK,3,1112.0,ZBailey,24.74,14.04,play,3.38,6
2022,13,BL,STK,3,1274.0,MRobinson,41.0,-12.68,set,3.93,6
2022,13,BL,STK,3,1534.0,EHipwood,48.37,29.74,set,2.87,1
2022,13,STK,BL,3,1646.0,JGresham,49.19,-26.57,set,2.96,6
2022,13,STK,BL,3,1746.0,MKing,53.37,12.99,set,2.71,1
2022,13,STK,BL,3,1882.0,JHiggins,43.6,-53.39,set,2.63,0
2022,13,BL,STK,4,83.0,JLyons,29.0,-43.6,play,2.64,1
2022,13,BL,STK,4,170.0,HMcCluggage,48.02,-31.37,play,2.42,6
2022,13,BL,STK,4,366.0,HMcCluggage,68.0,-28.07,play,2.26,0
2022,13,STK,BL,4,450.0,DButler,21.63,-33.69,play,3.34,6
2022,13,STK,BL,4,595.0,MKing,45.45,-39.64,set,2.97,1
2022,13,BL,STK,4,656.0,ZBailey,29.73,19.65,play,2.98,1
2022,13,BL,STK,4,729.0,CRayner,35.44,16.39,play,2.78,1
2022,13,BL,STK,4,976.0,LNeale,50.61,60.4,set,1.69,0
2022,13,BL,STK,4,979.0,JDaniher,4.24,-45.0,loose,5.9,6
2022,13,BL,STK,4,1112.0,JLyons,48.85,-22.89,set,3.06,1
2022,13,BL,STK,4,1216.0,LMcCarthy,26.42,60.52,set,3.38,1
2022,13,STK,BL,4,1303.0,TMembrey,42.8,52.59,set,2.56,0
2022,13,BL,STK,4,1453.0,DMcStay,48.41,-38.29,set,2.75,1
2022,13,BL,STK,4,1590.0,MRobinson,26.31,-8.75,loose,3.2,1
2022,13,BL,STK,4,1641.0,LMcCarthy,23.0,0.0,loose,3.44,6
2022,13,STK,BL,4,1761.0,BLong,34.99,-30.96,play,2.68,1
2022,13,COLL,MELB,1,84.0,JGinnivan,51.87,56.0,set,1.76,0
2022,13,COLL,MELB,1,520.0,JGinnivan,19.24,27.9,play,3.65,1
2022,13,MELB,COLL,1,637.0,BFritsch,22.2,54.16,play,2.46,6
2022,13,COLL,MELB,1,795.0,BMihocek,53.74,-45.0,set,2.11,0
2022,13,COLL,MELB,1,811.0,JDe Goey,39.96,31.7,play,2.46,0
2022,13,COLL,MELB,1,1044.0,JDe Goey,29.43,-9.78,play,3.13,1
2022,13,MELB,COLL,1,1174.0,BBrown,22.47,-32.28,set,5.15,6
2022,13,COLL,MELB,1,1275.0,BMcCreery,45.54,-19.23,play,2.55,1
2022,13,MELB,COLL,1,1429.0,JJordon,42.45,-15.02,set,3.77,6
2022,13,COLL,MELB,1,1547.0,PLipinski,49.58,-48.27,set,2.34,0
2022,13,COLL,MELB,1,1620.0,JGinnivan,43.57,31.87,set,3.26,1
2022,13,MELB,COLL,1,1675.0,ANeal-Bullen,21.54,-21.8,hard,2.69,1
2022,13,COLL,MELB,2,124.0,JGinnivan,31.78,-12.72,play,3.0,6
2022,13,MELB,COLL,2,218.0,ANeal-Bullen,49.37,6.98,set,3.15,1
2022,13,MELB,COLL,2,462.0,COliver,25.02,-2.29,loose,3.29,6
2022,13,MELB,COLL,2,526.0,JHarmes,41.0,0.0,play,2.7,1
2022,13,MELB,COLL,2,587.0,BBrown,11.4,-15.26,loose,4.8,6
2022,13,COLL,MELB,2,1042.0,JElliott,45.01,1.27,play,2.61,1
2022,13,COLL,MELB,2,1201.0,BMihocek,11.0,0.0,set,5.96,6
2022,13,MELB,COLL,2,1308.0,LJackson,23.6,53.62,set,4.08,1
2022,13,COLL,MELB,2,1380.0,MCox,26.87,-45.0,set,4.37,1
2022,13,COLL,MELB,2,1539.0,MCox,49.65,-9.27,set,3.13,1
2022,13,COLL,MELB,2,1607.0,BMihocek,33.24,15.71,set,4.54,6
2022,13,MELB,COLL,3,60.0,JViney,41.23,-39.09,loose,2.29,6
2022,13,COLL,MELB,3,172.0,PLipinski,28.6,-53.53,loose,2.52,1
2022,13,COLL,MELB,3,432.0,BMihocek,31.76,61.82,set,2.91,0
2022,13,MELB,COLL,3,486.0,KPickett,24.04,16.93,loose,3.2,6
2022,13,COLL,MELB,3,634.0,BMcCreery,39.32,7.31,set,4.1,6
2022,13,COLL,MELB,3,704.0,MCox,44.1,3.9,play,2.62,6
2022,13,MELB,COLL,3,1094.0,KPickett,26.57,70.2,hard,1.71,0
2022,13,COLL,MELB,3,1235.0,JElliott,13.0,22.62,play,4.76,6
2022,13,MELB,COLL,3,1384.0,BBrown,53.81,-41.99,set,2.19,1
2022,13,COLL,MELB,4,58.0,JElliott,48.33,65.56,set,1.64,0
2022,13,COLL,MELB,4,121.0,JGinnivan,30.02,-29.98,play,2.88,0
2022,13,MELB,COLL,4,262.0,ANeal-Bullen,27.66,40.6,play,2.65,0
2022,13,COLL,MELB,4,395.0,BMihocek,52.48,30.96,set,2.47,6
2022,13,COLL,MELB,4,573.0,JElliott,11.0,0.0,set,5.96,6
2022,13,MELB,COLL,4,840.0,LJackson,32.8,52.43,set,3.37,6
2022,13,COLL,MELB,4,1141.0,OHenry,37.64,-16.99,set,4.19,6
2022,13,MELB,COLL,4,1257.0,JViney,46.86,39.81,play,2.23,1
2022,13,COLL,MELB,4,1354.0,BMihocek,11.0,0.0,set,5.96,6
2022,13,MELB,COLL,4,1492.0,BBrown,32.14,-5.36,set,4.74,1
2022,13,COLL,MELB,4,1558.0,JCrisp,41.23,-22.83,play,2.61,6
2022,13,COLL,MELB,4,1710.0,JElliott,11.18,10.3,play,5.25,6
2022,13,CARL,ESS,1,70.0,JMartin,48.08,-16.93,set,3.22,6
2022,13,ESS,CARL,1,401.0,JStringer,52.77,9.82,set,2.8,1
2022,13,CARL,ESS,1,538.0,ZFisher,21.54,68.2,play,1.9,1
2022,13,ESS,CARL,1,627.0,MRedman,48.66,-9.46,set,3.23,1
2022,13,CARL,ESS,1,709.0,HMcKay,38.42,38.66,set,3.51,6
2022,13,CARL,ESS,1,895.0,MOwies,41.23,67.17,set,1.99,6
2022,13,ESS,CARL,1,1009.0,HJones,22.47,-20.85,set,5.34,6
2022,13,ESS,CARL,1,1143.0,SDraper,31.38,-59.35,set,3.27,6
2022,13,ESS,CARL,1,1292.0,DShiel,53.0,31.89,set,2.4,6
2022,13,ESS,CARL,1,1403.0,MGuelfi,50.21,-44.19,set,2.42,0
2022,13,CARL,ESS,1,1770.0,CCurnow,42.06,28.39,set,3.49,6
2022,13,CARL,ESS,2,73.0,CCurnow,37.2,36.25,set,3.7,1
2022,13,CARL,ESS,2,146.0,HMcKay,27.46,33.11,set,4.66,6
2022,13,ESS,CARL,2,313.0,NHind,42.01,1.36,play,2.68,0
2022,13,ESS,CARL,2,363.0,HJones,19.72,30.47,loose,3.29,6
2022,13,CARL,ESS,2,527.0,CCurnow,22.67,41.42,set,4.79,0
2022,13,CARL,ESS,2,648.0,JSilvagni,23.35,-43.26,set,4.75,6
2022,13,CARL,ESS,2,782.0,HMcKay,28.84,-56.31,set,3.64,1
2022,13,CARL,ESS,2,881.0,PCripps,13.04,-32.47,set,5.82,6
2022,13,ESS,CARL,2,1129.0,SDraper,33.11,25.02,play,2.75,6
2022,13,ESS,CARL,2,1235.0,PWright,48.6,36.63,set,2.66,1
2022,13,CARL,ESS,2,1290.0,MCottrell,15.23,-23.2,loose,4.12,6
2022,13,CARL,ESS,2,1661.0,HMcKay,29.41,35.31,set,4.42,6
2022,13,CARL,ESS,2,1797.0,MOwies,35.85,-59.86,play,2.11,1
2022,13,CARL,ESS,3,200.0,CCurnow,13.93,68.96,play,2.23,6
2022,13,CARL,ESS,3,339.0,ZFisher,18.79,25.2,loose,3.5,6
2022,13,CARL,ESS,3,410.0,CDurdin,36.5,-9.46,loose,2.64,0
2022,13,CARL,ESS,3,512.0,CDurdin,48.3,27.1,set,2.94,1
2022,13,CARL,ESS,3,585.0,CDurdin,26.63,-34.29,loose,2.97,1
2022,13,ESS,CARL,3,639.0,BHobbs,13.0,22.62,ground,2.58,6
2022,13,CARL,ESS,3,812.0,MOwies,48.26,-5.95,set,3.28,6
2022,13,ESS,CARL,3,944.0,HJones,23.43,-39.81,play,3.03,1
2022,13,ESS,CARL,3,983.0,APerkins,28.18,-62.53,play,2.14,1
2022,13,ESS,CARL,3,1015.0,MGuelfi,48.6,53.37,play,2.01,1
2022,13,ESS,CARL,3,1117.0,ZMerrett,32.56,10.62,play,2.94,1
2022,13,ESS,CARL,3,1306.0,JCaldwell,39.92,22.07,loose,2.31,0
2022,13,ESS,CARL,3,1474.0,DHeppell,37.8,-37.48,set,3.72,6
2022,13,ESS,CARL,4,334.0,PWright,40.22,-34.88,set,3.58,1
2022,13,CARL,ESS,4,749.0,JSilvagni,45.0,36.87,set,2.97,1
2022,13,CARL,ESS,4,827.0,HMcKay,51.88,-62.45,play,2.01,1
2022,13,ESS,CARL,4,1230.0,JStringer,52.33,26.08,play,2.34,0
2022,13,ESS,CARL,4,1392.0,MGuelfi,46.01,47.64,set,2.5,1
2022,13,ESS,CARL,4,1419.0,DHeppell,33.0,0.0,loose,2.8,1
2022,13,FRE,HAW,1,42.0,RLobb,38.71,-5.93,set,4.18,6
2022,13,FRE,HAW,1,171.0,MWalters,46.51,26.84,set,3.12,1
2022,13,FRE,HAW,1,322.0,TColyer,3.64,-15.95,ground,5.09,6
2022,13,FRE,HAW,1,461.0,RLobb,44.21,-46.37,set,2.85,0
2022,13,HAW,FRE,1,616.0,JKoschitzke,52.6,-36.11,set,2.44,6
2022,13,HAW,FRE,1,814.0,DHowe,51.04,57.4,set,1.77,6
2022,13,HAW,FRE,1,948.0,JO'Meara,47.09,48.01,set,2.4,6
2022,13,FRE,HAW,1,1017.0,BBanfield,31.64,5.44,loose,2.84,6
2022,13,HAW,FRE,1,1302.0,DMoore,43.68,33.33,set,3.2,6
2022,13,FRE,HAW,1,1393.0,RLobb,25.4,36.19,play,2.89,1
2022,13,FRE,HAW,1,1510.0,LSchultz,6.5,0.0,play,5.9,6
2022,13,HAW,FRE,1,1742.0,CWingard,8.5,-28.07,play,5.56,6
2022,13,FRE,HAW,2,43.0,BWalker,28.66,-6.01,play,3.19,6
2022,13,HAW,FRE,2,118.0,SFrost,20.89,-11.04,play,3.8,1
2022,13,HAW,FRE,2,198.0,DMoore,47.59,-31.69,set,2.99,6
2022,13,HAW,FRE,2,488.0,LShiels,14.5,0.0,set,5.87,6
2022,13,FRE,HAW,2,808.0,LSchultz,15.69,30.65,loose,3.71,6
2022,13,HAW,FRE,2,939.0,LShiels,48.45,31.07,play,2.33,1
2022,13,HAW,FRE,2,978.0,CWingard,40.94,8.43,play,2.68,0
2022,13,HAW,FRE,2,1109.0,JKoschitzke,31.0,-37.79,set,4.29,1
2022,13,FRE,HAW,2,1206.0,WBrodie,32.56,-3.52,play,2.99,1
2022,13,FRE,HAW,2,1355.0,GLogue,42.71,62.84,set,2.1,1
2022,13,HAW,FRE,2,1428.0,LBreust,30.86,40.4,loose,2.38,6
2022,13,HAW,FRE,2,1567.0,JCallow,18.2,37.18,set,5.33,1
2022,13,FRE,HAW,2,1676.0,NFyfe,27.12,67.22,play,1.83,1
2022,13,HAW,FRE,2,1766.0,JKoschitzke,67.25,-8.55,set,1.58,0
2022,13,FRE,HAW,3,286.0,MWalters,3.5,0.0,play,6.0,6
2022,13,HAW,FRE,3,449.0,DHowe,54.43,38.66,set,2.1,1
2022,13,FRE,HAW,3,609.0,MWalters,26.2,-13.24,play,3.31,6
2022,13,FRE,HAW,3,676.0,TColyer,48.01,8.38,play,2.53,1
2022,13,HAW,FRE,3,726.0,HMorrison,45.21,10.19,play,2.57,6
2022,13,FRE,HAW,3,844.0,BAcres,24.82,-18.8,play,3.36,6
2022,13,FRE,HAW,3,923.0,BBanfield,4.5,0.0,play,5.98,6
2022,13,HAW,FRE,3,1295.0,CWingard,4.5,0.0,play,5.98,6
2022,13,HAW,FRE,3,1406.0,SButler,35.63,-4.83,play,2.87,1
2022,13,FRE,HAW,3,1496.0,JAish,38.54,22.91,set,3.95,6
2022,13,FRE,HAW,3,1608.0,NFyfe,46.91,54.11,set,2.18,1
2022,13,FRE,HAW,3,1634.0,NFyfe,4.5,0.0,ground,4.71,6
2022,13,FRE,HAW,3,1974.0,DMundy,50.54,2.27,play,2.51,1
2022,13,HAW,FRE,4,233.0,LBreust,48.28,58.12,set,1.93,0
2022,13,HAW,FRE,4,274.0,NReeves,18.5,-18.92,set,5.62,6
2022,13,FRE,HAW,4,502.0,GLogue,47.61,-36.03,set,2.88,1
2022,13,HAW,FRE,4,700.0,LBreust,54.12,-43.13,play,2.24,1
2022,13,FRE,HAW,4,844.0,LSchultz,16.62,46.22,play,3.31,0
2022,13,FRE,HAW,4,878.0,TColyer,46.97,-27.93,play,2.47,6
2022,13,HAW,FRE,4,1001.0,CNash,24.5,0.0,set,5.32,1
2022,13,HAW,FRE,4,1164.0,LBreust,20.5,0.0,set,5.57,6
2022,13,FRE,HAW,4,1255.0,RLobb,18.06,41.63,play,3.33,0
2022,13,FRE,HAW,4,1262.0,ABrayshaw,12.42,-40.1,ground,2.77,6
2022,13,FRE,HAW,4,1509.0,JClark,51.8,-36.76,play,2.33,1
