year,round,home,away,home.xScore,away.xScore
2017,5,STK,GEEL,74.62,123.07
2017,5,HAW,WCE,111.5,85.89
2017,5,RICH,MELB,87.62,51.27
2017,5,ESS,COLL,87.0,88.49
2017,6,GWS,WB,69.25,85.4
2017,6,HAW,STK,57.1,124.52
2017,6,CARL,SYD,78.5,73.33
2017,6,BL,PORT,61.21,153.2
2017,6,NMFC,GCFC,98.97,81.6
2017,6,WCE,FRE,96.06,64.86
2017,6,ESS,MELB,87.16,100.74
2017,6,GEEL,COLL,75.13,94.94
2017,6,ADEL,RICH,119.15,52.61
2017,7,STK,GWS,102.92,78.61
2017,7,NMFC,ADEL,123.92,70.91
2017,7,COLL,CARL,55.02,66.41
2017,7,PORT,WCE,87.41,81.16
2017,7,GCFC,GEEL,124.52,85.94
2017,7,WB,RICH,95.45,78.77
2017,7,SYD,BL,123.58,80.6
2017,7,MELB,HAW,81.3,91.16
2017,7,FRE,ESS,120.64,85.64
2017,8,WCE,WB,89.91,77.88
2017,8,HAW,BL,99.82,67.95
2017,8,STK,CARL,85.31,58.52
2017,8,GWS,COLL,102.55,93.17
2017,8,ESS,GEEL,90.8,103.03
2017,8,ADEL,MELB,79.66,92.82
2017,8,RICH,FRE,66.11,76.59
2017,8,GCFC,PORT,54.3,105.72
2017,8,NMFC,SYD,80.79,108.05
2017,9,GEEL,WB,85.64,74.16
2017,9,STK,SYD,67.12,99.61
2017,9,GWS,RICH,68.32,94.93
2017,9,BL,ADEL,82.67,130.79
2017,9,COLL,HAW,73.77,61.57
2017,9,ESS,WCE,120.94,77.8
2017,9,MELB,NMFC,83.77,105.28
2017,9,FRE,CARL,70.32,52.16
2017,10,GEEL,PORT,93.72,75.88
2017,10,SYD,HAW,69.44,67.56
2017,10,WB,STK,100.35,56.48
2017,10,MELB,GCFC,138.51,76.73
2017,10,RICH,ESS,89.32,63.27
2017,10,ADEL,FRE,140.54,43.18
2017,10,COLL,BL,140.76,60.16
2017,10,CARL,NMFC,80.11,107.93
2017,10,WCE,GWS,85.49,81.24
2017,11,PORT,HAW,116.7,49.11
2017,11,GEEL,ADEL,103.05,65.96
2017,11,GCFC,WCE,91.38,80.04
2017,11,GWS,ESS,95.5,92.89
2017,11,NMFC,RICH,77.62,107.67
2017,11,FRE,COLL,86.73,115.01
2017,12,SYD,WB,94.86,43.74
2017,12,ADEL,STK,108.26,74.49
2017,12,HAW,GCFC,71.68,108.11
2017,12,BL,FRE,102.8,56.92
2017,12,ESS,PORT,123.04,76.88
2017,12,CARL,GWS,73.35,88.63
2017,12,MELB,COLL,100.7,76.62
2017,13,WCE,GEEL,99.1,77.27
2017,13,NMFC,STK,75.69,106.55
2017,13,RICH,SYD,70.8,68.79
2017,13,PORT,BL,118.35,71.71
2017,13,GCFC,CARL,78.49,93.29
2017,13,WB,MELB,58.34,115.58
2017,14,ADEL,HAW,67.93,96.05
2017,14,SYD,ESS,104.54,86.37
2017,14,COLL,PORT,62.35,97.67
2017,14,BL,GWS,89.67,133.26
2017,14,WB,NMFC,113.58,99.5
2017,14,WCE,MELB,95.67,95.79
2017,14,GEEL,FRE,85.23,55.63
2017,14,RICH,CARL,99.1,63.91
2017,14,STK,GCFC,116.16,81.74
2017,15,MELB,SYD,45.09,94.72
2017,15,WB,WCE,79.7,96.6
2017,15,CARL,ADEL,64.65,88.04
2017,15,GCFC,NMFC,97.7,106.03
2017,15,GWS,GEEL,53.51,54.17
2017,15,PORT,RICH,89.35,67.22
2017,15,ESS,BL,90.82,98.61
2017,15,HAW,COLL,107.53,85.08
2017,15,FRE,STK,73.95,99.62
2017,16,ADEL,WB,89.62,60.68
2017,16,HAW,GWS,106.79,85.7
2017,16,COLL,ESS,69.29,104.56
2017,16,SYD,GCFC,134.8,53.49
2017,16,BL,GEEL,70.66,147.54
2017,16,STK,RICH,134.7,86.29
2017,16,NMFC,FRE,70.56,76.94
2017,16,CARL,MELB,77.94,75.12
2017,16,WCE,PORT,82.54,108.41
2017,17,STK,ESS,77.05,123.95
2017,17,GEEL,HAW,84.61,101.06
2017,17,PORT,NMFC,121.43,53.98
2017,17,GCFC,COLL,79.79,101.38
2017,17,GWS,SYD,70.78,93.71
2017,17,MELB,ADEL,73.65,119.61
2017,17,RICH,BL,123.29,72.3
2017,17,CARL,WB,62.33,79.01
2017,17,FRE,WCE,66.94,69.57
2017,18,ADEL,GEEL,92.53,66.87
2017,18,ESS,NMFC,126.45,91.19
2017,18,MELB,PORT,69.71,63.54
2017,18,WB,GCFC,101.34,50.88
2017,18,SYD,STK,118.21,43.74
2017,18,FRE,HAW,48.08,100.14
2017,18,RICH,GWS,62.61,48.59
2017,18,COLL,WCE,91.76,70.71
2017,18,BL,CARL,93.7,89.39
2017,19,HAW,SYD,64.96,68.35
2017,19,NMFC,MELB,76.65,76.3
2017,19,GWS,FRE,111.64,80.86
2017,19,PORT,STK,55.31,72.71
2017,19,GCFC,RICH,51.02,112.29
2017,19,CARL,GEEL,56.18,117.23
2017,19,WB,ESS,120.1,110.66
2017,19,COLL,ADEL,92.47,84.48
2017,19,WCE,BL,102.13,42.46
2017,20,GEEL,SYD,69.84,105.18
2017,20,GWS,MELB,97.26,47.36
2017,20,ESS,CARL,107.78,77.77
2017,20,BL,WB,91.48,117.74
2017,20,NMFC,COLL,69.73,113.92
2017,20,FRE,GCFC,97.71,59.73
2017,20,STK,WCE,96.75,95.21
2017,20,RICH,HAW,104.4,67.08
2017,20,ADEL,PORT,141.66,44.82
2017,21,WB,GWS,64.32,89.15
2017,21,SYD,FRE,120.68,42.93
2017,21,GEEL,RICH,84.66,72.53
2017,21,BL,GCFC,109.78,79.77
2017,21,ESS,ADEL,66.02,117.14
2017,21,WCE,CARL,98.01,84.55
2017,21,MELB,STK,83.09,71.51
2017,21,HAW,NMFC,106.63,77.62
2017,21,PORT,COLL,95.21,65.82
2017,22,ADEL,SYD,93.54,66.12
2017,22,WB,PORT,71.69,89.38
2017,22,COLL,GEEL,53.09,75.64
2017,22,GWS,WCE,76.06,55.68
2017,22,CARL,HAW,71.62,62.37
2017,22,GCFC,ESS,47.26,94.87
2017,22,MELB,BL,88.96,75.95
2017,22,STK,NMFC,120.58,75.47
2017,22,FRE,RICH,53.62,124.32
2017,23,HAW,WB,88.9,89.04
2017,23,COLL,MELB,93.55,78.75
2017,23,BL,NMFC,89.04,128.29
2017,23,SYD,CARL,132.48,56.57
2017,23,GEEL,GWS,102.28,61.14
2017,23,PORT,GCFC,130.78,19.33
2017,23,ESS,FRE,93.07,75.53
2017,23,RICH,STK,92.41,79.78
2017,23,WCE,ADEL,101.73,73.22
2017,24,ADEL,GWS,83.41,53.99
2017,24,GEEL,RICH,48.35,96.53
2017,24,SYD,ESS,98.25,59.6
2017,24,PORT,WCE,96.15,68.47
2017,25,GEEL,SYD,87.52,44.52
2017,25,GWS,WCE,104.97,44.22
2017,26,ADEL,GEEL,108.72,91.65
2017,26,RICH,GWS,96.37,66.53
2017,27,ADEL,RICH,60.14,94.0
2018,1,RICH,CARL,120.03,77.76
2018,1,ESS,ADEL,108.17,99.86
2018,1,STK,BL,101.59,79.84
2018,1,PORT,FRE,108.56,53.33
2018,1,HAW,COLL,92.05,58.5
2018,1,GCFC,NMFC,57.54,47.2
2018,1,GWS,WB,117.02,54.49
2018,1,MELB,GEEL,96.63,107.72
2018,1,WCE,SYD,75.9,97.71
2018,2,ADEL,RICH,103.04,77.13
2018,2,NMFC,STK,120.58,46.62
2018,2,CARL,GCFC,76.13,95.38
2018,2,COLL,GWS,71.63,74.07
2018,2,BL,MELB,87.01,110.73
2018,2,FRE,ESS,96.99,75.77
2018,2,WB,WCE,83.94,113.66
2018,2,SYD,PORT,72.09,80.01
2018,2,GEEL,HAW,91.08,119.46
2018,3,CARL,COLL,79.83,77.99
2018,3,PORT,BL,101.7,80.89
2018,3,MELB,NMFC,121.36,72.14
2018,3,GCFC,FRE,72.31,111.63
2018,3,SYD,GWS,87.81,84.35
2018,3,STK,ADEL,66.41,100.74
2018,3,RICH,HAW,93.67,81.93
2018,3,WB,ESS,116.41,79.61
2018,3,WCE,GEEL,103.74,85.45
2018,4,ADEL,COLL,49.15,98.28
2018,4,GWS,FRE,95.18,39.16
2018,4,RICH,BL,102.12,27.19
2018,4,WB,SYD,69.83,81.79
2018,4,NMFC,CARL,104.5,29.82
2018,4,WCE,GCFC,125.59,55.03
2018,4,ESS,PORT,97.75,88.35
2018,4,HAW,MELB,92.34,60.43
2018,4,GEEL,STK,102.64,75.44
2018,5,SYD,ADEL,78.65,81.32
2018,5,STK,GWS,79.97,87.12
2018,5,CARL,WCE,55.83,87.4
2018,5,PORT,GEEL,56.32,79.82
2018,5,FRE,WB,103.71,49.47
2018,5,NMFC,HAW,97.35,56.41
2018,5,BL,GCFC,80.27,68.13
2018,5,MELB,RICH,49.33,95.53
2018,5,COLL,ESS,111.54,59.9
2018,6,WB,CARL,100.04,76.91
2018,6,GEEL,SYD,71.08,89.03
2018,6,NMFC,PORT,67.95,104.63
2018,6,GWS,BL,81.1,59.91
2018,6,HAW,STK,82.86,68.91
2018,6,ADEL,GCFC,114.99,61.09
2018,6,ESS,MELB,80.51,107.5
2018,6,COLL,RICH,54.51,113.61
2018,6,FRE,WCE,71.3,88.63
2018,7,GEEL,GWS,90.05,41.22
2018,7,WB,GCFC,93.3,70.75
2018,7,ESS,HAW,59.41,88.55
2018,7,WCE,PORT,82.43,52.84
2018,7,SYD,NMFC,87.36,79.42
2018,7,ADEL,CARL,117.91,68.12
2018,7,RICH,FRE,113.14,46.05
2018,7,STK,MELB,82.22,107.54
2018,7,BL,COLL,97.95,96.37
2018,8,HAW,SYD,73.69,64.57
2018,8,GWS,WCE,55.27,93.34
2018,8,CARL,ESS,88.74,86.94
2018,8,GCFC,MELB,71.38,161.79
2018,8,PORT,ADEL,98.26,67.82
2018,8,WB,BL,114.53,85.71
2018,8,FRE,STK,86.25,69.54
2018,8,NMFC,RICH,69.39,75.78
2018,8,COLL,GEEL,60.52,66.97
2018,9,ADEL,WB,54.73,43.28
2018,9,NMFC,GWS,97.93,79.55
2018,9,GCFC,PORT,42.96,111.26
2018,9,ESS,GEEL,87.55,56.33
2018,9,STK,COLL,76.36,105.34
2018,9,SYD,FRE,80.43,65.52
2018,9,CARL,MELB,51.37,143.95
2018,9,BL,HAW,107.49,56.83
2018,9,WCE,RICH,116.32,81.09
2018,10,COLL,WB,82.84,53.74
2018,10,RICH,STK,107.63,71.28
2018,10,BL,SYD,48.84,62.56
2018,10,GEEL,CARL,64.64,47.36
2018,10,GWS,ESS,70.07,86.89
2018,10,HAW,WCE,54.92,59.22
2018,10,MELB,ADEL,131.2,54.44
2018,10,FRE,NMFC,55.86,104.03
2018,11,SYD,CARL,93.1,60.07
2018,11,WB,MELB,58.78,112.28
2018,11,HAW,PORT,66.8,49.22
2018,11,GCFC,GEEL,57.66,129.14
2018,11,ESS,RICH,45.46,107.48
2018,11,WCE,STK,88.14,63.91
2018,11,NMFC,BL,113.57,97.35
2018,11,COLL,FRE,116.94,67.82
2018,11,ADEL,GWS,85.7,99.39
2018,12,PORT,RICH,82.01,66.07
2018,12,GEEL,NMFC,90.57,64.52
2018,12,GWS,GCFC,109.59,20.79
2018,12,STK,SYD,70.95,106.37
2018,12,BL,ESS,81.8,82.93
2018,12,FRE,ADEL,77.27,69.88
2018,12,MELB,COLL,86.61,122.84
2018,13,PORT,WB,133.77,70.22
2018,13,SYD,WCE,80.07,69.85
2018,13,CARL,FRE,57.55,102.72
2018,13,GCFC,STK,69.69,76.76
2018,13,HAW,ADEL,92.31,30.61
2018,13,GEEL,RICH,64.21,81.78
2018,14,WCE,ESS,74.27,70.45
2018,14,PORT,MELB,79.84,74.99
2018,14,HAW,GCFC,110.77,69.05
2018,14,BL,GWS,66.81,103.57
2018,14,WB,NMFC,77.27,71.65
2018,14,COLL,CARL,77.62,51.1
2018,15,RICH,SYD,77.4,49.86
2018,15,WB,GEEL,87.32,106.94
2018,15,CARL,PORT,70.15,84.07
2018,15,ADEL,WCE,96.51,57.95
2018,15,GCFC,COLL,73.22,104.22
2018,15,GWS,HAW,97.82,74.3
2018,15,MELB,STK,100.06,114.98
2018,15,ESS,NMFC,107.52,111.55
2018,15,FRE,BL,71.97,115.46
2018,16,SYD,GEEL,47.47,92.56
2018,16,RICH,ADEL,100.47,56.57
2018,16,BL,CARL,112.35,50.53
2018,16,PORT,STK,96.46,55.18
2018,16,WB,HAW,57.23,111.98
2018,16,MELB,FRE,142.68,34.78
2018,16,NMFC,GCFC,88.71,71.71
2018,16,ESS,COLL,63.2,68.34
2018,16,WCE,GWS,69.5,90.33
2018,17,ADEL,GEEL,117.21,89.53
2018,17,STK,CARL,129.93,48.85
2018,17,HAW,BL,65.07,85.7
2018,17,MELB,WB,104.63,67.42
2018,17,GCFC,ESS,66.93,111.48
2018,17,GWS,RICH,68.5,90.38
2018,17,COLL,WCE,77.16,100.54
2018,17,NMFC,SYD,77.86,91.79
2018,17,FRE,PORT,70.93,47.43
2018,18,STK,RICH,53.96,107.38
2018,18,COLL,NMFC,107.14,65.82
2018,18,SYD,GCFC,73.61,94.71
2018,18,ESS,FRE,107.25,57.78
2018,18,GEEL,MELB,75.34,95.4
2018,18,BL,ADEL,93.96,105.44
2018,18,CARL,HAW,62.21,126.98
2018,18,WCE,WB,104.95,57.14
2018,18,PORT,GWS,62.1,83.37
2018,19,ESS,SYD,102.13,54.93
2018,19,RICH,COLL,91.29,73.33
2018,19,GEEL,BL,124.57,79.33
2018,19,GWS,STK,84.82,79.1
2018,19,GCFC,CARL,61.13,62.29
2018,19,ADEL,MELB,80.09,91.08
2018,19,NMFC,WCE,78.59,41.7
2018,19,WB,PORT,35.58,83.95
2018,19,FRE,HAW,63.67,98.65
2018,20,RICH,GEEL,82.03,80.96
2018,20,HAW,ESS,98.77,84.9
2018,20,BL,NMFC,97.28,102.36
2018,20,ADEL,PORT,87.42,85.23
2018,20,STK,WB,71.21,98.43
2018,20,SYD,COLL,61.85,71.62
2018,20,CARL,GWS,44.85,135.82
2018,20,MELB,GCFC,152.27,47.0
2018,20,WCE,FRE,142.33,71.74
2018,21,ESS,STK,118.55,93.32
2018,21,HAW,GEEL,69.06,64.28
2018,21,GCFC,RICH,52.12,121.45
2018,21,PORT,WCE,56.94,57.99
2018,21,COLL,BL,110.98,75.07
2018,21,GWS,ADEL,105.29,85.14
2018,21,NMFC,WB,85.14,89.91
2018,21,MELB,SYD,94.29,75.39
2018,21,FRE,CARL,91.1,68.42
2018,22,RICH,ESS,81.26,62.14
2018,22,COLL,PORT,107.48,53.28
2018,22,GEEL,FRE,143.69,37.63
2018,22,GWS,SYD,54.85,88.55
2018,22,STK,HAW,76.75,86.39
2018,22,GCFC,BL,72.8,96.32
2018,22,CARL,WB,45.17,65.16
2018,22,WCE,MELB,79.21,105.09
2018,22,ADEL,NMFC,94.52,80.04
2018,23,PORT,ESS,92.73,93.82
2018,23,GEEL,GCFC,128.64,53.07
2018,23,RICH,WB,88.75,79.66
2018,23,FRE,COLL,82.3,72.62
2018,23,CARL,ADEL,73.97,144.04
2018,23,SYD,HAW,83.04,77.82
2018,23,BL,WCE,65.25,102.26
2018,23,MELB,GWS,94.09,55.88
2018,23,STK,NMFC,85.5,118.82
2018,24,RICH,HAW,83.79,60.7
2018,24,MELB,GEEL,81.93,48.9
2018,24,SYD,GWS,32.01,94.99
2018,24,WCE,COLL,76.06,68.36
2018,25,HAW,MELB,71.7,97.65
2018,25,COLL,GWS,75.67,52.97
2018,26,RICH,COLL,49.24,80.72
2018,26,WCE,MELB,106.81,71.71
2018,27,WCE,COLL,83.97,54.52
2019,1,CARL,RICH,62.37,90.53
2019,1,COLL,GEEL,70.52,70.64
2019,1,MELB,PORT,64.35,95.9
2019,1,ADEL,HAW,61.33,94.14
2019,1,WB,SYD,95.53,75.12
2019,1,BL,WCE,98.79,49.5
2019,1,STK,GCFC,63.25,76.65
2019,1,GWS,ESS,132.95,46.92
2019,1,FRE,NMFC,119.29,49.54
2019,2,RICH,COLL,63.25,102.21
2019,2,SYD,ADEL,66.07,89.16
2019,2,ESS,STK,77.06,91.73
2019,2,PORT,CARL,83.74,60.93
2019,2,GEEL,MELB,102.82,56.73
2019,2,WCE,GWS,86.07,57.97
2019,2,HAW,WB,81.35,94.54
2019,2,GCFC,FRE,81.1,56.3
2019,3,ADEL,GEEL,82.81,102.17
2019,3,MELB,ESS,88.55,112.76
2019,4,SYD,MELB,71.01,55.12
2019,4,COLL,WB,84.0,63.45
2019,4,GEEL,GWS,73.1,70.28
2019,4,ESS,BL,93.73,63.22
2019,4,PORT,RICH,81.87,94.18
2019,4,NMFC,ADEL,96.08,71.66
2019,4,WCE,FRE,67.86,65.17
2019,4,GCFC,CARL,61.35,61.56
2019,4,STK,HAW,82.23,71.28
2019,5,BL,COLL,63.72,116.65
2019,5,NMFC,ESS,82.49,106.18
2019,5,WCE,PORT,49.55,103.47
2019,5,GWS,FRE,86.82,96.08
2019,5,MELB,STK,60.02,79.57
2019,5,RICH,SYD,87.09,61.3
2019,5,WB,CARL,77.52,89.74
2019,5,ADEL,GCFC,110.63,52.34
2019,5,HAW,GEEL,82.76,101.48
2019,6,RICH,MELB,92.35,39.92
2019,6,ESS,COLL,62.6,82.73
2019,6,PORT,NMFC,97.27,62.94
2019,6,GCFC,BL,63.03,108.32
2019,6,STK,ADEL,70.98,93.44
2019,6,SYD,GWS,66.31,102.64
2019,6,FRE,WB,94.23,76.99
2019,6,HAW,CARL,93.65,72.79
2019,6,GEEL,WCE,104.87,34.56
2019,7,COLL,PORT,115.62,72.82
2019,7,MELB,HAW,76.82,65.85
2019,7,GWS,STK,101.21,76.11
2019,7,BL,SYD,95.41,69.53
2019,7,WB,RICH,98.85,58.43
2019,7,WCE,GCFC,89.63,58.97
2019,7,CARL,NMFC,73.28,117.84
2019,7,GEEL,ESS,75.35,56.66
2019,7,ADEL,FRE,57.33,28.83
2019,8,SYD,ESS,87.08,62.47
2019,8,CARL,COLL,84.3,95.82
2019,8,WB,BL,90.81,70.29
2019,8,GCFC,MELB,49.58,71.42
2019,8,STK,WCE,73.03,107.88
2019,8,PORT,ADEL,76.44,76.33
2019,8,NMFC,GEEL,83.07,81.87
2019,8,HAW,GWS,63.12,44.88
2019,8,FRE,RICH,97.51,102.38
2019,9,WCE,MELB,68.14,84.36
2019,9,COLL,STK,96.8,66.19
2019,9,BL,ADEL,93.86,92.52
2019,9,GEEL,WB,114.6,87.54
2019,9,ESS,FRE,74.5,66.42
2019,9,NMFC,SYD,66.49,85.87
2019,9,PORT,GCFC,86.31,56.78
2019,9,RICH,HAW,89.84,72.0
2019,9,GWS,CARL,135.11,39.76
2019,10,SYD,COLL,62.2,85.44
2019,10,HAW,PORT,78.89,65.06
2019,10,WB,NMFC,89.41,95.5
2019,10,ADEL,WCE,78.93,80.07
2019,10,RICH,ESS,78.85,60.46
2019,10,GCFC,GEEL,64.52,93.49
2019,10,MELB,GWS,72.61,89.68
2019,10,STK,CARL,77.13,53.84
2019,10,FRE,BL,92.45,77.28
2019,11,NMFC,RICH,89.35,57.94
2019,11,GWS,GCFC,110.42,48.45
2019,11,COLL,FRE,72.11,82.66
2019,11,GEEL,SYD,73.83,73.81
2019,11,BL,HAW,91.24,59.87
2019,11,MELB,ADEL,94.02,77.35
2019,11,STK,PORT,93.56,116.08
2019,11,ESS,CARL,71.2,48.15
2019,11,WCE,WB,113.28,80.41
2019,12,RICH,GEEL,42.01,72.43
2019,12,CARL,BL,71.09,60.97
2019,12,GCFC,NMFC,67.4,104.88
2019,12,ADEL,GWS,79.4,61.57
2019,12,SYD,WCE,94.62,64.75
2019,12,COLL,MELB,87.02,67.98
2019,13,ADEL,RICH,96.84,72.29
2019,13,ESS,HAW,94.95,69.01
2019,13,GCFC,STK,73.11,80.44
2019,13,FRE,PORT,86.9,84.35
2019,13,CARL,WB,102.2,104.91
2019,13,NMFC,GWS,61.18,71.04
2019,14,WCE,ESS,124.51,63.6
2019,14,SYD,HAW,79.0,62.64
2019,14,MELB,FRE,77.85,60.53
2019,14,STK,BL,64.81,107.08
2019,14,PORT,GEEL,64.46,61.46
2019,14,WB,COLL,85.31,68.76
2019,15,ESS,GWS,62.33,74.46
2019,15,GEEL,ADEL,91.85,56.93
2019,15,HAW,WCE,83.04,67.16
2019,15,SYD,GCFC,81.17,57.77
2019,15,COLL,NMFC,27.13,90.23
2019,15,PORT,WB,58.68,57.43
2019,15,STK,RICH,71.2,86.23
2019,15,BL,MELB,103.79,71.02
2019,15,FRE,CARL,65.3,81.85
2019,16,HAW,COLL,61.23,59.53
2019,16,ESS,SYD,72.76,75.71
2019,16,GCFC,RICH,48.97,135.0
2019,16,ADEL,PORT,55.63,96.02
2019,16,WB,GEEL,82.04,81.29
2019,16,FRE,WCE,50.66,101.67
2019,16,CARL,MELB,94.47,105.73
2019,16,NMFC,STK,103.04,61.59
2019,16,GWS,BL,69.77,91.24
2019,17,WCE,COLL,65.83,76.94
2019,17,SYD,CARL,73.21,79.01
2019,17,HAW,FRE,76.41,48.89
2019,17,ESS,NMFC,82.43,72.38
2019,17,GEEL,STK,81.77,56.93
2019,17,GCFC,ADEL,58.57,136.26
2019,17,RICH,GWS,109.1,69.92
2019,17,WB,MELB,87.03,65.88
2019,17,PORT,BL,56.05,93.33
2019,18,ADEL,ESS,73.95,79.29
2019,18,RICH,PORT,96.63,60.95
2019,18,CARL,GCFC,95.44,65.95
2019,18,GWS,COLL,108.33,68.67
2019,18,BL,NMFC,92.35,54.04
2019,18,FRE,SYD,61.41,61.14
2019,18,GEEL,HAW,74.82,86.75
2019,18,MELB,WCE,94.3,77.41
2019,18,STK,WB,116.88,70.49
2019,19,COLL,RICH,65.84,92.05
2019,19,HAW,BL,81.14,79.52
2019,19,CARL,ADEL,76.33,48.71
2019,19,WCE,NMFC,102.19,83.48
2019,19,STK,MELB,98.79,69.11
2019,19,PORT,GWS,66.73,59.99
2019,19,WB,FRE,118.01,79.27
2019,19,SYD,GEEL,79.58,104.56
2019,19,GCFC,ESS,85.92,85.74
2019,20,NMFC,HAW,93.55,62.24
2019,20,ESS,PORT,75.34,106.17
2019,20,GWS,SYD,79.76,72.4
2019,20,FRE,GEEL,96.31,62.18
2019,20,MELB,RICH,61.93,90.57
2019,20,ADEL,STK,76.62,75.69
2019,20,COLL,GCFC,116.26,40.57
2019,20,CARL,WCE,71.98,95.22
2019,20,BL,WB,88.77,85.85
2019,21,GWS,HAW,28.8,77.09
2019,21,MELB,COLL,64.04,60.44
2019,21,PORT,SYD,87.38,71.78
2019,21,BL,GCFC,130.2,47.69
2019,21,GEEL,NMFC,79.97,26.49
2019,21,ESS,WB,31.82,119.55
2019,21,STK,FRE,67.44,62.47
2019,21,RICH,CARL,72.31,48.92
2019,21,WCE,ADEL,85.09,59.99
2019,22,MELB,SYD,62.13,81.7
2019,22,CARL,STK,78.25,77.0
2019,22,BL,GEEL,70.8,70.93
2019,22,ADEL,COLL,61.24,113.63
2019,22,NMFC,PORT,129.81,62.66
2019,22,FRE,ESS,68.85,86.17
2019,22,RICH,WCE,89.74,65.65
2019,22,GWS,WB,63.21,109.32
2019,22,HAW,GCFC,110.75,48.14
2019,23,COLL,ESS,75.13,53.83
2019,23,SYD,STK,89.56,73.87
2019,23,NMFC,MELB,78.54,83.93
2019,23,GEEL,CARL,131.87,62.42
2019,23,GCFC,GWS,60.78,108.37
2019,23,WCE,HAW,87.69,91.12
2019,23,WB,ADEL,113.85,82.37
2019,23,RICH,BL,74.38,39.88
2019,23,PORT,FRE,126.87,65.1
2019,24,WCE,ESS,109.15,51.0
2019,24,GEEL,COLL,55.75,51.56
2019,24,GWS,WB,112.46,62.29
2019,24,BL,RICH,83.66,88.26
2019,25,GEEL,WCE,77.03,59.79
2019,25,BL,GWS,81.45,64.49
2019,26,RICH,GEEL,96.7,67.91
2019,26,COLL,GWS,47.41,51.22
2019,27,RICH,GWS,92.83,32.46
2020,1,RICH,CARL,101.31,80.06
2020,1,WB,COLL,33.91,86.56
2020,1,ESS,FRE,61.82,62.92
2020,1,ADEL,SYD,61.0,73.07
2020,1,GCFC,PORT,25.17,85.62
2020,1,GWS,GEEL,74.91,69.63
2020,1,NMFC,STK,61.29,71.83
2020,1,HAW,BL,79.83,62.66
2020,1,WCE,MELB,67.08,61.53
2020,2,COLL,RICH,35.59,28.74
2020,2,GEEL,HAW,88.31,41.97
2020,2,BL,FRE,69.03,59.02
2020,2,CARL,MELB,71.67,58.12
2020,2,PORT,ADEL,96.71,34.63
2020,2,GCFC,WCE,78.26,55.63
2020,2,GWS,NMFC,66.66,67.88
2020,2,SYD,ESS,67.71,68.46
2020,2,STK,WB,77.97,53.48
2020,3,RICH,HAW,54.53,55.85
2020,3,WB,GWS,59.97,32.95
2020,3,NMFC,SYD,70.12,72.11
2020,3,COLL,STK,81.57,40.54
2020,3,BL,WCE,81.17,41.18
2020,3,GEEL,CARL,77.11,72.59
2020,3,GCFC,ADEL,81.37,30.81
2020,3,FRE,PORT,41.48,67.95
2020,4,SYD,WB,46.29,65.95
2020,4,GWS,COLL,50.82,65.43
2020,4,PORT,WCE,91.85,32.56
2020,4,STK,RICH,80.86,67.03
2020,4,ESS,CARL,35.08,56.08
2020,4,GCFC,FRE,51.74,50.09
2020,4,BL,ADEL,116.51,32.47
2020,4,MELB,GEEL,43.76,42.36
2020,4,HAW,NMFC,65.14,53.57
2020,5,CARL,STK,51.24,67.3
2020,5,COLL,ESS,43.72,49.48
2020,5,WCE,SYD,84.44,52.82
2020,5,GEEL,GCFC,91.33,44.42
2020,5,BL,PORT,91.4,59.7
2020,5,WB,NMFC,76.7,42.91
2020,5,ADEL,FRE,48.89,53.79
2020,5,MELB,RICH,46.07,73.96
2020,5,GWS,HAW,66.13,43.8
2020,6,GEEL,BL,56.92,42.73
2020,6,COLL,HAW,48.86,36.66
2020,6,FRE,STK,68.72,81.47
2020,6,WCE,ADEL,63.65,31.26
2020,6,MELB,GCFC,64.34,63.99
2020,6,ESS,NMFC,78.42,61.91
2020,6,PORT,GWS,68.23,49.16
2020,6,RICH,SYD,45.74,37.19
2020,6,CARL,WB,78.93,56.78
2020,7,GEEL,COLL,32.36,55.36
2020,7,ESS,WB,61.36,80.34
2020,7,GWS,BL,67.18,92.42
2020,7,SYD,GCFC,51.57,89.62
2020,7,RICH,NMFC,85.7,34.71
2020,7,CARL,PORT,54.21,74.3
2020,7,HAW,MELB,41.4,86.17
2020,7,FRE,WCE,28.53,58.24
2020,7,ADEL,STK,56.93,62.71
2020,8,GCFC,WB,46.11,44.84
2020,8,GWS,RICH,63.06,59.71
2020,8,NMFC,CARL,46.37,68.22
2020,8,SYD,HAW,59.45,45.22
2020,8,PORT,STK,46.51,54.32
2020,8,ADEL,ESS,64.1,58.42
2020,8,WCE,COLL,87.0,40.89
2020,8,MELB,BL,54.37,58.94
2020,8,FRE,GEEL,18.92,53.98
2020,9,WB,RICH,51.7,84.28
2020,9,MELB,PORT,42.39,77.7
2020,9,CARL,HAW,53.6,72.83
2020,9,ESS,BL,41.3,84.19
2020,9,NMFC,ADEL,90.78,40.24
2020,9,STK,SYD,103.51,63.06
2020,9,WCE,GEEL,69.51,60.4
2020,9,GCFC,GWS,47.24,53.3
2020,9,FRE,COLL,50.2,41.1
2020,10,PORT,WB,63.87,45.19
2020,10,RICH,BL,81.81,76.18
2020,10,GEEL,NMFC,79.75,44.39
2020,10,ADEL,MELB,34.17,86.12
2020,10,COLL,SYD,53.78,41.07
2020,10,GCFC,STK,70.46,69.7
2020,10,ESS,GWS,47.87,59.97
2020,11,PORT,RICH,102.27,64.12
2020,11,BL,WB,84.3,61.26
2020,11,WCE,CARL,71.25,48.79
